Trajectory - Seconds: 15.26, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.81, Y: 0.66), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 0.00), 
State(Sec: 12.27, Vel m/s: 1.52, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.94, Y: 0.93), Rotation2d(Rads: 2.45, Deg: 140.41)), Curvature: -0.39), 
State(Sec: 12.33, Vel m/s: 1.58, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.88, Y: 0.99), Rotation2d(Rads: 2.42, Deg: 138.57)), Curvature: -0.35), 
State(Sec: 12.39, Vel m/s: 1.64, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.80, Y: 1.05), Rotation2d(Rads: 2.39, Deg: 136.93)), Curvature: -0.22), 
State(Sec: 12.46, Vel m/s: 1.71, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.72, Y: 1.14), Rotation2d(Rads: 2.37, Deg: 135.70)), Curvature: -0.13), 
State(Sec: 12.50, Vel m/s: 1.75, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 2.67, Y: 1.19), Rotation2d(Rads: 2.36, Deg: 135.23)), Curvature: -0.11), 
State(Sec: 12.55, Vel m/s: 1.80, Accel m/s/s: -0.81, Pose: Pose2d(Translation2d(X: 2.61, Y: 1.24), Rotation2d(Rads: 2.35, Deg: 134.82)), Curvature: -0.08), 
State(Sec: 12.59, Vel m/s: 1.76, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.56, Y: 1.30), Rotation2d(Rads: 2.35, Deg: 134.48)), Curvature: -0.07), 
State(Sec: 12.64, Vel m/s: 1.71, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.50, Y: 1.36), Rotation2d(Rads: 2.34, Deg: 134.18)), Curvature: -0.06), 
State(Sec: 12.69, Vel m/s: 1.66, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.44, Y: 1.42), Rotation2d(Rads: 2.34, Deg: 133.92)), Curvature: -0.05), 
State(Sec: 12.74, Vel m/s: 1.61, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.38, Y: 1.48), Rotation2d(Rads: 2.33, Deg: 133.70)), Curvature: -0.04), 
State(Sec: 12.80, Vel m/s: 1.55, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.32, Y: 1.55), Rotation2d(Rads: 2.33, Deg: 133.50)), Curvature: -0.04), 
State(Sec: 12.86, Vel m/s: 1.49, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.25, Y: 1.61), Rotation2d(Rads: 2.33, Deg: 133.32)), Curvature: -0.03), 
State(Sec: 12.92, Vel m/s: 1.43, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.19, Y: 1.68), Rotation2d(Rads: 2.32, Deg: 133.16)), Curvature: -0.03), 
State(Sec: 12.98, Vel m/s: 1.37, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.14, Y: 1.74), Rotation2d(Rads: 2.32, Deg: 133.01)), Curvature: -0.03), 
State(Sec: 13.04, Vel m/s: 1.31, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.08, Y: 1.80), Rotation2d(Rads: 2.32, Deg: 132.87)), Curvature: -0.03), 
State(Sec: 13.11, Vel m/s: 1.25, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.02, Y: 1.86), Rotation2d(Rads: 2.32, Deg: 132.74)), Curvature: -0.03), 
State(Sec: 13.17, Vel m/s: 1.18, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.97, Y: 1.91), Rotation2d(Rads: 2.31, Deg: 132.61)), Curvature: -0.03), 
State(Sec: 13.23, Vel m/s: 1.12, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.93, Y: 1.97), Rotation2d(Rads: 2.31, Deg: 132.48)), Curvature: -0.03), 
State(Sec: 13.34, Vel m/s: 1.01, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.85, Y: 2.05), Rotation2d(Rads: 2.31, Deg: 132.20)), Curvature: -0.05), 
State(Sec: 13.43, Vel m/s: 0.92, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.79, Y: 2.12), Rotation2d(Rads: 2.30, Deg: 131.85)), Curvature: -0.09), 
State(Sec: 13.51, Vel m/s: 0.84, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.74, Y: 2.17), Rotation2d(Rads: 2.29, Deg: 131.33)), Curvature: -0.22), 
State(Sec: 13.60, Vel m/s: 0.76, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.70, Y: 2.22), Rotation2d(Rads: 2.27, Deg: 129.91)), Curvature: 0.00), 
State(Sec: 13.61, Vel m/s: 0.74, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.69, Y: 2.23), Rotation2d(Rads: 2.29, Deg: 131.32)), Curvature: 3.56), 
State(Sec: 13.63, Vel m/s: 0.72, Accel m/s/s: -0.95, Pose: Pose2d(Translation2d(X: 1.68, Y: 2.24), Rotation2d(Rads: 2.36, Deg: 134.95)), Curvature: 5.45), 
State(Sec: 13.65, Vel m/s: 0.70, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.67, Y: 2.25), Rotation2d(Rads: 2.44, Deg: 139.72)), Curvature: 5.69), 
State(Sec: 13.68, Vel m/s: 0.72, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.65, Y: 2.26), Rotation2d(Rads: 2.53, Deg: 144.70)), Curvature: 4.94), 
State(Sec: 13.70, Vel m/s: 0.75, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.64, Y: 2.27), Rotation2d(Rads: 2.61, Deg: 149.32)), Curvature: 3.89), 
State(Sec: 13.73, Vel m/s: 0.77, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.62, Y: 2.28), Rotation2d(Rads: 2.68, Deg: 153.34)), Curvature: 2.93), 
State(Sec: 13.76, Vel m/s: 0.80, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.60, Y: 2.29), Rotation2d(Rads: 2.74, Deg: 156.71)), Curvature: 2.16), 
State(Sec: 13.79, Vel m/s: 0.84, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.58, Y: 2.30), Rotation2d(Rads: 2.78, Deg: 159.51)), Curvature: 1.61), 
State(Sec: 13.86, Vel m/s: 0.91, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.52, Y: 2.32), Rotation2d(Rads: 2.86, Deg: 163.78)), Curvature: 0.93), 
State(Sec: 13.94, Vel m/s: 0.98, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.45, Y: 2.34), Rotation2d(Rads: 2.91, Deg: 166.81)), Curvature: 0.58), 
State(Sec: 14.02, Vel m/s: 1.06, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.37, Y: 2.36), Rotation2d(Rads: 2.95, Deg: 169.08)), Curvature: 0.41), 
State(Sec: 14.10, Vel m/s: 1.14, Accel m/s/s: -0.83, Pose: Pose2d(Translation2d(X: 1.28, Y: 2.37), Rotation2d(Rads: 2.98, Deg: 170.88)), Curvature: 0.31), 
State(Sec: 14.18, Vel m/s: 1.07, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.19, Y: 2.39), Rotation2d(Rads: 3.01, Deg: 172.41)), Curvature: 0.27), 
State(Sec: 14.27, Vel m/s: 0.98, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.09, Y: 2.40), Rotation2d(Rads: 3.03, Deg: 173.80)), Curvature: 0.25), 
State(Sec: 14.37, Vel m/s: 0.88, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.00, Y: 2.41), Rotation2d(Rads: 3.06, Deg: 175.11)), Curvature: 0.25), 
State(Sec: 14.48, Vel m/s: 0.77, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.91, Y: 2.41), Rotation2d(Rads: 3.08, Deg: 176.42)), Curvature: 0.26), 
State(Sec: 14.60, Vel m/s: 0.66, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.83, Y: 2.42), Rotation2d(Rads: 3.10, Deg: 177.74)), Curvature: 0.28), 
State(Sec: 14.73, Vel m/s: 0.53, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.75, Y: 2.42), Rotation2d(Rads: 3.12, Deg: 179.00)), Curvature: 0.28), 
State(Sec: 14.89, Vel m/s: 0.37, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.68, Y: 2.42), Rotation2d(Rads: -3.14, Deg: -179.99)), Curvature: 0.20), 
State(Sec: 15.26, Vel m/s: 0.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 0.61, Y: 2.42), Rotation2d(Rads: -3.13, Deg: -179.56)), Curvature: -0.00)
