Trajectory - Seconds: 17.97, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.25, Y: 2.11), Rotation2d(Rads: 0.62, Deg: 35.42)), Curvature: 0.00), 
State(Sec: 10.92, Vel m/s: 1.61, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.28, Y: 1.65), Rotation2d(Rads: -0.74, Deg: -42.62)), Curvature: 0.74), 
State(Sec: 10.98, Vel m/s: 1.67, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.35, Y: 1.59), Rotation2d(Rads: -0.68, Deg: -39.15)), Curvature: 0.53), 
State(Sec: 11.03, Vel m/s: 1.72, Accel m/s/s: -0.42, Pose: Pose2d(Translation2d(X: 6.42, Y: 1.53), Rotation2d(Rads: -0.66, Deg: -37.67)), Curvature: 0.00), 
State(Sec: 11.08, Vel m/s: 1.70, Accel m/s/s: -0.81, Pose: Pose2d(Translation2d(X: 6.49, Y: 1.48), Rotation2d(Rads: -0.63, Deg: -36.05)), Curvature: 0.55), 
State(Sec: 11.14, Vel m/s: 1.65, Accel m/s/s: 0.62, Pose: Pose2d(Translation2d(X: 6.57, Y: 1.42), Rotation2d(Rads: -0.57, Deg: -32.48)), Curvature: 0.65), 
State(Sec: 11.21, Vel m/s: 1.69, Accel m/s/s: 0.71, Pose: Pose2d(Translation2d(X: 6.67, Y: 1.37), Rotation2d(Rads: -0.50, Deg: -28.51)), Curvature: 0.56), 
State(Sec: 11.25, Vel m/s: 1.72, Accel m/s/s: 0.60, Pose: Pose2d(Translation2d(X: 6.72, Y: 1.34), Rotation2d(Rads: -0.46, Deg: -26.59)), Curvature: 0.50), 
State(Sec: 11.28, Vel m/s: 1.74, Accel m/s/s: 0.46, Pose: Pose2d(Translation2d(X: 6.78, Y: 1.31), Rotation2d(Rads: -0.43, Deg: -24.74)), Curvature: 0.46), 
State(Sec: 11.32, Vel m/s: 1.76, Accel m/s/s: 0.31, Pose: Pose2d(Translation2d(X: 6.85, Y: 1.28), Rotation2d(Rads: -0.40, Deg: -22.96)), Curvature: 0.42), 
State(Sec: 11.37, Vel m/s: 1.77, Accel m/s/s: 0.17, Pose: Pose2d(Translation2d(X: 6.92, Y: 1.25), Rotation2d(Rads: -0.37, Deg: -21.22)), Curvature: 0.39), 
State(Sec: 11.41, Vel m/s: 1.78, Accel m/s/s: 0.05, Pose: Pose2d(Translation2d(X: 6.99, Y: 1.22), Rotation2d(Rads: -0.34, Deg: -19.50)), Curvature: 0.38), 
State(Sec: 11.46, Vel m/s: 1.78, Accel m/s/s: -0.92, Pose: Pose2d(Translation2d(X: 7.07, Y: 1.20), Rotation2d(Rads: -0.31, Deg: -17.77)), Curvature: 0.37), 
State(Sec: 11.50, Vel m/s: 1.74, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.15, Y: 1.17), Rotation2d(Rads: -0.28, Deg: -15.99)), Curvature: 0.38), 
State(Sec: 11.55, Vel m/s: 1.69, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.23, Y: 1.15), Rotation2d(Rads: -0.25, Deg: -14.13)), Curvature: 0.40), 
State(Sec: 11.60, Vel m/s: 1.64, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.31, Y: 1.13), Rotation2d(Rads: -0.21, Deg: -12.14)), Curvature: 0.43), 
State(Sec: 11.65, Vel m/s: 1.59, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.39, Y: 1.12), Rotation2d(Rads: -0.17, Deg: -9.98)), Curvature: 0.48), 
State(Sec: 11.71, Vel m/s: 1.54, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.47, Y: 1.11), Rotation2d(Rads: -0.13, Deg: -7.60)), Curvature: 0.54), 
State(Sec: 11.76, Vel m/s: 1.48, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.55, Y: 1.10), Rotation2d(Rads: -0.09, Deg: -4.92)), Curvature: 0.63), 
State(Sec: 11.81, Vel m/s: 1.43, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.63, Y: 1.09), Rotation2d(Rads: -0.03, Deg: -1.87)), Curvature: 0.75), 
State(Sec: 11.86, Vel m/s: 1.38, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.70, Y: 1.09), Rotation2d(Rads: 0.03, Deg: 1.63)), Curvature: 0.91), 
State(Sec: 11.92, Vel m/s: 1.33, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.77, Y: 1.10), Rotation2d(Rads: 0.10, Deg: 5.69)), Curvature: 1.12), 
State(Sec: 11.97, Vel m/s: 1.27, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.84, Y: 1.11), Rotation2d(Rads: 0.18, Deg: 10.41)), Curvature: 1.38), 
State(Sec: 11.99, Vel m/s: 1.25, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.87, Y: 1.11), Rotation2d(Rads: 0.23, Deg: 13.05)), Curvature: 1.53), 
State(Sec: 12.02, Vel m/s: 1.22, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.90, Y: 1.12), Rotation2d(Rads: 0.28, Deg: 15.88)), Curvature: 1.69), 
State(Sec: 12.04, Vel m/s: 1.20, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.93, Y: 1.13), Rotation2d(Rads: 0.33, Deg: 18.91)), Curvature: 1.86), 
State(Sec: 12.07, Vel m/s: 1.18, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.95, Y: 1.14), Rotation2d(Rads: 0.39, Deg: 22.13)), Curvature: 2.04), 
State(Sec: 12.09, Vel m/s: 1.15, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.98, Y: 1.15), Rotation2d(Rads: 0.45, Deg: 25.54)), Curvature: 2.20), 
State(Sec: 12.11, Vel m/s: 1.13, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.00, Y: 1.16), Rotation2d(Rads: 0.51, Deg: 29.11)), Curvature: 2.36), 
State(Sec: 12.14, Vel m/s: 1.10, Accel m/s/s: -0.73, Pose: Pose2d(Translation2d(X: 8.03, Y: 1.18), Rotation2d(Rads: 0.57, Deg: 32.80)), Curvature: 2.48), 
State(Sec: 12.16, Vel m/s: 1.09, Accel m/s/s: -0.33, Pose: Pose2d(Translation2d(X: 8.05, Y: 1.19), Rotation2d(Rads: 0.64, Deg: 36.58)), Curvature: 2.57), 
State(Sec: 12.19, Vel m/s: 1.08, Accel m/s/s: 0.13, Pose: Pose2d(Translation2d(X: 8.07, Y: 1.21), Rotation2d(Rads: 0.70, Deg: 40.38)), Curvature: 2.61), 
State(Sec: 12.21, Vel m/s: 1.08, Accel m/s/s: 0.63, Pose: Pose2d(Translation2d(X: 8.09, Y: 1.22), Rotation2d(Rads: 0.77, Deg: 44.16)), Curvature: 2.60), 
State(Sec: 12.23, Vel m/s: 1.10, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.10, Y: 1.24), Rotation2d(Rads: 0.83, Deg: 47.83)), Curvature: 2.52), 
State(Sec: 12.25, Vel m/s: 1.12, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.12, Y: 1.26), Rotation2d(Rads: 0.90, Deg: 51.33)), Curvature: 2.39), 
State(Sec: 12.28, Vel m/s: 1.14, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.13, Y: 1.28), Rotation2d(Rads: 0.95, Deg: 54.60)), Curvature: 2.21), 
State(Sec: 12.30, Vel m/s: 1.16, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.15, Y: 1.30), Rotation2d(Rads: 1.00, Deg: 57.57)), Curvature: 1.98), 
State(Sec: 12.34, Vel m/s: 1.20, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.17, Y: 1.34), Rotation2d(Rads: 1.09, Deg: 62.44)), Curvature: 1.42), 
State(Sec: 12.42, Vel m/s: 1.28, Accel m/s/s: -0.75, Pose: Pose2d(Translation2d(X: 8.21, Y: 1.44), Rotation2d(Rads: 1.16, Deg: 66.72)), Curvature: 0.00), 
State(Sec: 12.50, Vel m/s: 1.22, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.25, Y: 1.53), Rotation2d(Rads: 1.22, Deg: 69.78)), Curvature: 1.04), 
State(Sec: 12.54, Vel m/s: 1.18, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.27, Y: 1.57), Rotation2d(Rads: 1.28, Deg: 73.34)), Curvature: 1.51), 
State(Sec: 12.58, Vel m/s: 1.14, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.28, Y: 1.62), Rotation2d(Rads: 1.36, Deg: 78.09)), Curvature: 1.98), 
State(Sec: 12.60, Vel m/s: 1.12, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.28, Y: 1.64), Rotation2d(Rads: 1.41, Deg: 80.87)), Curvature: 2.19), 
State(Sec: 12.62, Vel m/s: 1.10, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.29, Y: 1.67), Rotation2d(Rads: 1.46, Deg: 83.89)), Curvature: 2.39), 
State(Sec: 12.64, Vel m/s: 1.08, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.29, Y: 1.69), Rotation2d(Rads: 1.52, Deg: 87.12)), Curvature: 2.57), 
State(Sec: 12.66, Vel m/s: 1.06, Accel m/s/s: -0.88, Pose: Pose2d(Translation2d(X: 8.29, Y: 1.71), Rotation2d(Rads: 1.58, Deg: 90.51)), Curvature: 2.71), 
State(Sec: 12.69, Vel m/s: 1.04, Accel m/s/s: -0.49, Pose: Pose2d(Translation2d(X: 8.29, Y: 1.73), Rotation2d(Rads: 1.64, Deg: 94.05)), Curvature: 2.81), 
State(Sec: 12.71, Vel m/s: 1.03, Accel m/s/s: -0.12, Pose: Pose2d(Translation2d(X: 8.29, Y: 1.76), Rotation2d(Rads: 1.70, Deg: 97.67)), Curvature: 2.87), 
State(Sec: 12.73, Vel m/s: 1.03, Accel m/s/s: 0.23, Pose: Pose2d(Translation2d(X: 8.28, Y: 1.78), Rotation2d(Rads: 1.77, Deg: 101.34)), Curvature: 2.89), 
State(Sec: 12.75, Vel m/s: 1.03, Accel m/s/s: 0.56, Pose: Pose2d(Translation2d(X: 8.28, Y: 1.80), Rotation2d(Rads: 1.83, Deg: 105.00)), Curvature: 2.86), 
State(Sec: 12.77, Vel m/s: 1.05, Accel m/s/s: 0.86, Pose: Pose2d(Translation2d(X: 8.27, Y: 1.82), Rotation2d(Rads: 1.90, Deg: 108.63)), Curvature: 2.79), 
State(Sec: 12.79, Vel m/s: 1.06, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.26, Y: 1.84), Rotation2d(Rads: 1.96, Deg: 112.17)), Curvature: 2.69), 
State(Sec: 12.81, Vel m/s: 1.09, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.25, Y: 1.86), Rotation2d(Rads: 2.02, Deg: 115.60)), Curvature: 2.56), 
State(Sec: 12.84, Vel m/s: 1.11, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.24, Y: 1.88), Rotation2d(Rads: 2.08, Deg: 118.90)), Curvature: 2.42), 
State(Sec: 12.86, Vel m/s: 1.13, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.23, Y: 1.90), Rotation2d(Rads: 2.13, Deg: 122.04)), Curvature: 2.27), 
State(Sec: 12.88, Vel m/s: 1.15, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.22, Y: 1.92), Rotation2d(Rads: 2.18, Deg: 125.02)), Curvature: 2.11), 
State(Sec: 12.90, Vel m/s: 1.17, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.20, Y: 1.94), Rotation2d(Rads: 2.23, Deg: 127.84)), Curvature: 1.96), 
State(Sec: 12.92, Vel m/s: 1.19, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.19, Y: 1.96), Rotation2d(Rads: 2.28, Deg: 130.49)), Curvature: 1.81), 
State(Sec: 12.96, Vel m/s: 1.23, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.15, Y: 2.00), Rotation2d(Rads: 2.36, Deg: 135.31)), Curvature: 1.55), 
State(Sec: 13.00, Vel m/s: 1.27, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.12, Y: 2.03), Rotation2d(Rads: 2.44, Deg: 139.55)), Curvature: 1.33), 
State(Sec: 13.04, Vel m/s: 1.31, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.08, Y: 2.07), Rotation2d(Rads: 2.50, Deg: 143.28)), Curvature: 1.16), 
State(Sec: 13.08, Vel m/s: 1.35, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.03, Y: 2.10), Rotation2d(Rads: 2.56, Deg: 146.60)), Curvature: 1.02), 
State(Sec: 13.12, Vel m/s: 1.39, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.99, Y: 2.12), Rotation2d(Rads: 2.61, Deg: 149.58)), Curvature: 0.92), 
State(Sec: 13.16, Vel m/s: 1.43, Accel m/s/s: -0.89, Pose: Pose2d(Translation2d(X: 7.94, Y: 2.15), Rotation2d(Rads: 2.66, Deg: 152.28)), Curvature: 0.85), 
State(Sec: 13.23, Vel m/s: 1.36, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.85, Y: 2.19), Rotation2d(Rads: 2.74, Deg: 157.16)), Curvature: 0.80), 
State(Sec: 13.31, Vel m/s: 1.29, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.76, Y: 2.23), Rotation2d(Rads: 2.82, Deg: 161.71)), Curvature: 0.87), 
State(Sec: 13.37, Vel m/s: 1.22, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.67, Y: 2.25), Rotation2d(Rads: 2.90, Deg: 166.41)), Curvature: 1.09), 
State(Sec: 13.41, Vel m/s: 1.19, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.64, Y: 2.26), Rotation2d(Rads: 2.95, Deg: 168.97)), Curvature: 1.29), 
State(Sec: 13.43, Vel m/s: 1.16, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.60, Y: 2.27), Rotation2d(Rads: 3.00, Deg: 171.75)), Curvature: 1.56), 
State(Sec: 13.46, Vel m/s: 1.14, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.57, Y: 2.27), Rotation2d(Rads: 3.05, Deg: 174.79)), Curvature: 1.91), 
State(Sec: 13.49, Vel m/s: 1.11, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.55, Y: 2.27), Rotation2d(Rads: 3.11, Deg: 178.09)), Curvature: 2.28), 
State(Sec: 13.51, Vel m/s: 1.09, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.52, Y: 2.27), Rotation2d(Rads: -3.12, Deg: -178.50)), Curvature: 2.55), 
State(Sec: 13.53, Vel m/s: 1.11, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.50, Y: 2.27), Rotation2d(Rads: -3.06, Deg: -175.28)), Curvature: 2.45), 
State(Sec: 13.56, Vel m/s: 1.14, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.46, Y: 2.27), Rotation2d(Rads: -3.00, Deg: -171.87)), Curvature: -0.00), 
State(Sec: 13.63, Vel m/s: 1.22, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.38, Y: 2.25), Rotation2d(Rads: -3.02, Deg: -173.18)), Curvature: -0.32), 
State(Sec: 13.73, Vel m/s: 1.31, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.25, Y: 2.24), Rotation2d(Rads: -3.05, Deg: -174.82)), Curvature: -0.17), 
State(Sec: 13.79, Vel m/s: 1.37, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.18, Y: 2.23), Rotation2d(Rads: -3.06, Deg: -175.47)), Curvature: -0.12), 
State(Sec: 13.85, Vel m/s: 1.44, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.09, Y: 2.23), Rotation2d(Rads: -3.07, Deg: -176.05)), Curvature: -0.10), 
State(Sec: 13.92, Vel m/s: 1.50, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.99, Y: 2.22), Rotation2d(Rads: -3.08, Deg: -176.60)), Curvature: -0.10), 
State(Sec: 13.99, Vel m/s: 1.57, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.88, Y: 2.22), Rotation2d(Rads: -3.09, Deg: -177.18)), Curvature: -0.10), 
State(Sec: 14.06, Vel m/s: 1.64, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.78, Y: 2.21), Rotation2d(Rads: -3.10, Deg: -177.80)), Curvature: -0.11), 
State(Sec: 14.12, Vel m/s: 1.70, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.67, Y: 2.21), Rotation2d(Rads: -3.12, Deg: -178.51)), Curvature: -0.13), 
State(Sec: 14.18, Vel m/s: 1.76, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.57, Y: 2.21), Rotation2d(Rads: -3.13, Deg: -179.35)), Curvature: -0.16), 
State(Sec: 14.23, Vel m/s: 1.81, Accel m/s/s: 0.27, Pose: Pose2d(Translation2d(X: 6.47, Y: 2.21), Rotation2d(Rads: 3.14, Deg: 179.65)), Curvature: -0.21), 
State(Sec: 14.28, Vel m/s: 1.83, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.39, Y: 2.21), Rotation2d(Rads: 3.12, Deg: 178.48)), Curvature: -0.26), 
State(Sec: 14.32, Vel m/s: 1.78, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.31, Y: 2.21), Rotation2d(Rads: 3.09, Deg: 177.21)), Curvature: -0.30), 
State(Sec: 14.36, Vel m/s: 1.74, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.24, Y: 2.21), Rotation2d(Rads: 3.07, Deg: 176.06)), Curvature: -0.24), 
State(Sec: 14.40, Vel m/s: 1.71, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.17, Y: 2.22), Rotation2d(Rads: 3.06, Deg: 175.55)), Curvature: 0.00), 
State(Sec: 14.44, Vel m/s: 1.67, Accel m/s/s: -0.69, Pose: Pose2d(Translation2d(X: 6.11, Y: 2.22), Rotation2d(Rads: 3.04, Deg: 174.20)), Curvature: -0.61), 
State(Sec: 14.48, Vel m/s: 1.64, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.04, Y: 2.23), Rotation2d(Rads: 2.99, Deg: 171.38)), Curvature: -0.68), 
State(Sec: 14.53, Vel m/s: 1.69, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.96, Y: 2.25), Rotation2d(Rads: 2.94, Deg: 168.53)), Curvature: -0.51), 
State(Sec: 14.59, Vel m/s: 1.74, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.86, Y: 2.27), Rotation2d(Rads: 2.90, Deg: 166.25)), Curvature: -0.33), 
State(Sec: 14.65, Vel m/s: 1.80, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.76, Y: 2.30), Rotation2d(Rads: 2.87, Deg: 164.62)), Curvature: -0.20), 
State(Sec: 14.72, Vel m/s: 1.87, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.64, Y: 2.33), Rotation2d(Rads: 2.85, Deg: 163.57)), Curvature: -0.11), 
State(Sec: 14.75, Vel m/s: 1.91, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.57, Y: 2.35), Rotation2d(Rads: 2.85, Deg: 163.23)), Curvature: -0.07), 
State(Sec: 14.79, Vel m/s: 1.94, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.51, Y: 2.37), Rotation2d(Rads: 2.84, Deg: 163.00)), Curvature: -0.05), 
State(Sec: 14.82, Vel m/s: 1.98, Accel m/s/s: 0.64, Pose: Pose2d(Translation2d(X: 5.44, Y: 2.39), Rotation2d(Rads: 2.84, Deg: 162.86)), Curvature: -0.02), 
State(Sec: 14.86, Vel m/s: 2.00, Accel m/s/s: -0.39, Pose: Pose2d(Translation2d(X: 5.38, Y: 2.41), Rotation2d(Rads: 2.84, Deg: 162.83)), Curvature: 0.00), 
State(Sec: 14.89, Vel m/s: 1.98, Accel m/s/s: -0.37, Pose: Pose2d(Translation2d(X: 5.31, Y: 2.43), Rotation2d(Rads: 2.84, Deg: 162.88)), Curvature: 0.02), 
State(Sec: 14.93, Vel m/s: 1.97, Accel m/s/s: -0.36, Pose: Pose2d(Translation2d(X: 5.24, Y: 2.45), Rotation2d(Rads: 2.85, Deg: 163.02)), Curvature: 0.04), 
State(Sec: 14.97, Vel m/s: 1.96, Accel m/s/s: -0.37, Pose: Pose2d(Translation2d(X: 5.17, Y: 2.47), Rotation2d(Rads: 2.85, Deg: 163.24)), Curvature: 0.07), 
State(Sec: 15.00, Vel m/s: 1.94, Accel m/s/s: -0.39, Pose: Pose2d(Translation2d(X: 5.10, Y: 2.49), Rotation2d(Rads: 2.85, Deg: 163.55)), Curvature: 0.09), 
State(Sec: 15.04, Vel m/s: 1.93, Accel m/s/s: -0.41, Pose: Pose2d(Translation2d(X: 5.03, Y: 2.51), Rotation2d(Rads: 2.86, Deg: 163.95)), Curvature: 0.11), 
State(Sec: 15.08, Vel m/s: 1.92, Accel m/s/s: -0.44, Pose: Pose2d(Translation2d(X: 4.97, Y: 2.53), Rotation2d(Rads: 2.87, Deg: 164.44)), Curvature: 0.13), 
State(Sec: 15.11, Vel m/s: 1.90, Accel m/s/s: -0.45, Pose: Pose2d(Translation2d(X: 4.90, Y: 2.55), Rotation2d(Rads: 2.88, Deg: 165.01)), Curvature: 0.16), 
State(Sec: 15.15, Vel m/s: 1.88, Accel m/s/s: -0.43, Pose: Pose2d(Translation2d(X: 4.84, Y: 2.57), Rotation2d(Rads: 2.89, Deg: 165.67)), Curvature: 0.19), 
State(Sec: 15.21, Vel m/s: 1.86, Accel m/s/s: -0.19, Pose: Pose2d(Translation2d(X: 4.72, Y: 2.60), Rotation2d(Rads: 2.92, Deg: 167.20)), Curvature: 0.24), 
State(Sec: 15.28, Vel m/s: 1.84, Accel m/s/s: 0.61, Pose: Pose2d(Translation2d(X: 4.60, Y: 2.62), Rotation2d(Rads: 2.95, Deg: 168.88)), Curvature: 0.26), 
State(Sec: 15.33, Vel m/s: 1.88, Accel m/s/s: -0.09, Pose: Pose2d(Translation2d(X: 4.50, Y: 2.64), Rotation2d(Rads: 2.97, Deg: 170.35)), Curvature: 0.20), 
State(Sec: 15.39, Vel m/s: 1.87, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 4.39, Y: 2.66), Rotation2d(Rads: 2.98, Deg: 171.01)), Curvature: 0.00), 
State(Sec: 15.45, Vel m/s: 1.82, Accel m/s/s: 0.06, Pose: Pose2d(Translation2d(X: 4.29, Y: 2.67), Rotation2d(Rads: 3.01, Deg: 172.20)), Curvature: 0.31), 
State(Sec: 15.48, Vel m/s: 1.82, Accel m/s/s: 0.72, Pose: Pose2d(Translation2d(X: 4.23, Y: 2.68), Rotation2d(Rads: 3.02, Deg: 173.28)), Curvature: 0.30), 
State(Sec: 15.52, Vel m/s: 1.85, Accel m/s/s: 0.78, Pose: Pose2d(Translation2d(X: 4.16, Y: 2.69), Rotation2d(Rads: 3.04, Deg: 174.36)), Curvature: 0.26), 
State(Sec: 15.56, Vel m/s: 1.88, Accel m/s/s: 0.63, Pose: Pose2d(Translation2d(X: 4.09, Y: 2.69), Rotation2d(Rads: 3.06, Deg: 175.35)), Curvature: 0.20), 
State(Sec: 15.60, Vel m/s: 1.91, Accel m/s/s: 0.45, Pose: Pose2d(Translation2d(X: 4.00, Y: 2.70), Rotation2d(Rads: 3.08, Deg: 176.20)), Curvature: 0.15), 
State(Sec: 15.65, Vel m/s: 1.93, Accel m/s/s: 0.31, Pose: Pose2d(Translation2d(X: 3.91, Y: 2.71), Rotation2d(Rads: 3.09, Deg: 176.92)), Curvature: 0.12), 
State(Sec: 15.71, Vel m/s: 1.94, Accel m/s/s: 0.21, Pose: Pose2d(Translation2d(X: 3.80, Y: 2.71), Rotation2d(Rads: 3.10, Deg: 177.52)), Curvature: 0.09), 
State(Sec: 15.76, Vel m/s: 1.96, Accel m/s/s: 0.14, Pose: Pose2d(Translation2d(X: 3.69, Y: 2.72), Rotation2d(Rads: 3.11, Deg: 178.03)), Curvature: 0.07), 
State(Sec: 15.83, Vel m/s: 1.97, Accel m/s/s: 0.11, Pose: Pose2d(Translation2d(X: 3.57, Y: 2.72), Rotation2d(Rads: 3.11, Deg: 178.45)), Curvature: 0.05), 
State(Sec: 15.86, Vel m/s: 1.97, Accel m/s/s: 0.09, Pose: Pose2d(Translation2d(X: 3.50, Y: 2.72), Rotation2d(Rads: 3.12, Deg: 178.64)), Curvature: 0.05), 
State(Sec: 15.89, Vel m/s: 1.97, Accel m/s/s: 0.07, Pose: Pose2d(Translation2d(X: 3.44, Y: 2.72), Rotation2d(Rads: 3.12, Deg: 178.81)), Curvature: 0.04), 
State(Sec: 15.93, Vel m/s: 1.97, Accel m/s/s: 0.06, Pose: Pose2d(Translation2d(X: 3.37, Y: 2.72), Rotation2d(Rads: 3.12, Deg: 178.98)), Curvature: 0.04), 
State(Sec: 15.96, Vel m/s: 1.98, Accel m/s/s: -0.18, Pose: Pose2d(Translation2d(X: 3.30, Y: 2.73), Rotation2d(Rads: 3.13, Deg: 179.13)), Curvature: 0.04), 
State(Sec: 16.00, Vel m/s: 1.97, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.23, Y: 2.73), Rotation2d(Rads: 3.13, Deg: 179.27)), Curvature: 0.03), 
State(Sec: 16.04, Vel m/s: 1.93, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.15, Y: 2.73), Rotation2d(Rads: 3.13, Deg: 179.40)), Curvature: 0.03), 
State(Sec: 16.07, Vel m/s: 1.90, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.08, Y: 2.73), Rotation2d(Rads: 3.13, Deg: 179.52)), Curvature: 0.03), 
State(Sec: 16.11, Vel m/s: 1.86, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.01, Y: 2.73), Rotation2d(Rads: 3.14, Deg: 179.64)), Curvature: 0.03), 
State(Sec: 16.15, Vel m/s: 1.82, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.93, Y: 2.73), Rotation2d(Rads: 3.14, Deg: 179.74)), Curvature: 0.02), 
State(Sec: 16.20, Vel m/s: 1.77, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.86, Y: 2.73), Rotation2d(Rads: 3.14, Deg: 179.85)), Curvature: 0.02), 
State(Sec: 16.24, Vel m/s: 1.73, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.78, Y: 2.73), Rotation2d(Rads: 3.14, Deg: 179.95)), Curvature: 0.02), 
State(Sec: 16.28, Vel m/s: 1.69, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.71, Y: 2.73), Rotation2d(Rads: -3.14, Deg: -179.96)), Curvature: 0.02), 
